compound_id,dataset_role,source,source_record_id,casrn,name,raw_smiles,canonical_smiles,parent_smiles,standard_inchikey,connectivity_key,murcko_scaffold,label_raw,label_binary,label_category,label_candidate,label_confidence,endpoint,species,route,reference,rdkit_mol_ok,standardization_notes,formal_charge_before,formal_charge_after,uncharging_applied,residual_charge,tautomer_standardized,clear_positive_records,clear_negative_records,uncertain_records,nonclear_disagreement,external_overlap,label_evidence_json
DEVELOPMENT:BBEAQIROQSPTKN-UHFFFAOYSA-N,development,iris,"[""DTXSID3024289:woe:1""]",129-00-0,Pyrene,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,c1cc2ccc3cccc4ccc(c1)c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,BBEAQIROQSPTKN-UHFFFAOYSA-N,BBEAQIROQSPTKN,c1cc2ccc3cccc4ccc(c1)c2c34,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID3024289:woe:1""}]"
DEVELOPMENT:BGZZWXTVIYUUEY-UHFFFAOYSA-N,development,iris,"[""DTXSID7024112:woe:1""]",72178-02-0,Fomesafen,CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],BGZZWXTVIYUUEY-UHFFFAOYSA-N,BGZZWXTVIYUUEY,c1ccc(Oc2ccccc2)cc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024112:woe:1""}]"
DEVELOPMENT:BHNZEZWIUMJCGF-UHFFFAOYSA-N,development,iris,"[""DTXSID9023960:woe:1""]",75-68-3,"1-Chloro-1,1-difluoroethane",CC(F)(F)Cl,CC(F)(F)Cl,CC(F)(F)Cl,BHNZEZWIUMJCGF-UHFFFAOYSA-N,BHNZEZWIUMJCGF,,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID9023960:woe:1""}]"
DEVELOPMENT:BMTAFVWTTFSTOG-UHFFFAOYSA-N,development,iris,"[""DTXSID7023936:woe:1""]",2008-41-5,Butylate,CCSC(=O)N(CC(C)C)CC(C)C,CCSC(=O)N(CC(C)C)CC(C)C,CCSC(=O)N(CC(C)C)CC(C)C,BMTAFVWTTFSTOG-UHFFFAOYSA-N,BMTAFVWTTFSTOG,,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7023936:woe:1""}]"
DEVELOPMENT:BQCIDUSAKPWEOX-UHFFFAOYSA-N,development,cpdb,"[""-43041"", ""-43042"", ""-43043"", ""-43044"", ""47450"", ""47452""]",75-38-7,VINYLIDENE FLUORIDE,FC(F)=C,C=C(F)F,C=C(F)F,BQCIDUSAKPWEOX-UHFFFAOYSA-N,BQCIDUSAKPWEOX,,"[""0""]",,uncertain,,none,carcinogenicity,r,gav,"[""bt801""]",True,,[0],0,False,False,False,0,0,6,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""-43042""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""-43041""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""47450""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""-43044""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""-43043""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""47452""}]"
DEVELOPMENT:BSPCSKHALVHRSR-UHFFFAOYSA-N,development,iris,"[""DTXSID9023966:woe:1""]",78-86-4,2-Chlorobutane,CCC(C)Cl,CCC(C)Cl,CCC(C)Cl,BSPCSKHALVHRSR-UHFFFAOYSA-N,BSPCSKHALVHRSR,,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID9023966:woe:1""}]"
DEVELOPMENT:BTGRAWJCKBQKAO-UHFFFAOYSA-N,development,iris,"[""DTXSID3021936:woe:1""]",111-69-3,Adiponitrile,C(CCC#N)CC#N,N#CCCCCC#N,N#CCCCCC#N,BTGRAWJCKBQKAO-UHFFFAOYSA-N,BTGRAWJCKBQKAO,,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID3021936:woe:1""}]"
DEVELOPMENT:BTJIUGUIPKRLHP-UHFFFAOYSA-N,development,iris,"[""DTXSID0021834:woe:1""]",100-02-7,p-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,BTJIUGUIPKRLHP,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID0021834:woe:1""}]"
DEVELOPMENT:BUQBQEYUVAKJQK-UHFFFAOYSA-N,development,iris,"[""DTXSID50881109:woe:1""]",49690-94-0,Tribromodiphenyl ether,C1=CC=C(C(=C1)OC2=CC(=C(C=C2)Br)Br)Br,Brc1ccc(Oc2ccccc2Br)cc1Br,Brc1ccc(Oc2ccccc2Br)cc1Br,BUQBQEYUVAKJQK-UHFFFAOYSA-N,BUQBQEYUVAKJQK,c1ccc(Oc2ccccc2)cc1,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID50881109:woe:1""}]"
DEVELOPMENT:BUYMVQAILCEWRR-UHFFFAOYSA-N,development,iris,"[""DTXSID1024209:woe:1""]",300-76-5,Naled,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,BUYMVQAILCEWRR-UHFFFAOYSA-N,BUYMVQAILCEWRR,,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID1024209:woe:1""}]"
DEVELOPMENT:CABMTIJINOIHOD-UHFFFAOYSA-N,development,iris,"[""DTXSID3024152:woe:1""]",81335-37-7,Imazaquin,CC(C)C1(C(=O)NC(=N1)C2=NC3=CC=CC=C3C=C2C(=O)O)C,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,CABMTIJINOIHOD-UHFFFAOYSA-N,CABMTIJINOIHOD,O=C1CN=C(c2ccc3ccccc3n2)N1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID3024152:woe:1""}]"
DEVELOPMENT:CAWXEEYDBZRFPE-UHFFFAOYSA-N,development,iris,"[""DTXSID4024145:woe:1""]",51235-04-2,Hexazinone,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,CAWXEEYDBZRFPE-UHFFFAOYSA-N,CAWXEEYDBZRFPE,O=c1nc[nH]c(=O)n1C1CCCCC1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID4024145:woe:1""}]"
DEVELOPMENT:CAYGQBVSOZLICD-UHFFFAOYSA-N,development,iris,"[""DTXSID1024128:woe:1""]",87-82-1,Hexabromobenzene,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,CAYGQBVSOZLICD-UHFFFAOYSA-N,CAYGQBVSOZLICD,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID1024128:woe:1""}]"
DEVELOPMENT:CCPPLLJZDQAOHD-FLIBITNWSA-N,development,iris,"[""DTXSID7024376:woe:1""]",1929-77-7,Vernam,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)[O-],CCCCCC1OC1C/C=C\CCCCCCCC(=O)[O-],CCCCCC1OC1C/C=C\CCCCCCCC(=O)O,CCPPLLJZDQAOHD-FLIBITNWSA-N,CCPPLLJZDQAOHD,C1CO1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[-1],0,True,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024376:woe:1""}]"
DEVELOPMENT:CEOCDNVZRAIOQZ-UHFFFAOYSA-N,development,iris,"[""DTXSID7024247:woe:1""]",608-93-5,Pentachlorobenzene,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,CEOCDNVZRAIOQZ,c1ccccc1,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024247:woe:1""}]"
DEVELOPMENT:CERQOIWHTDAKMF-UHFFFAOYSA-N,development,iris,"[""DTXSID0023874:woe:1""]",16325-47-6,Ammonium methacrylate,CC(=C)C(=O)[O-].[NH4+],C=C(C)C(=O)[O-].[NH4+],C=C(C)C(=O)O,CERQOIWHTDAKMF-UHFFFAOYSA-N,CERQOIWHTDAKMF,,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,已移除对离子,[-1],0,True,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID0023874:woe:1""}]"
DEVELOPMENT:CGYGETOMCSJHJU-UHFFFAOYSA-N,development,iris,"[""DTXSID8023971:woe:1""]",91-58-7,beta-Chloronaphthalene,C1=CC=C2C=C(C=CC2=C1)Cl,Clc1ccc2ccccc2c1,Clc1ccc2ccccc2c1,CGYGETOMCSJHJU-UHFFFAOYSA-N,CGYGETOMCSJHJU,c1ccc2ccccc2c1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID8023971:woe:1""}]"
DEVELOPMENT:CHIFOSRWCNZCFN-UHFFFAOYSA-N,development,iris,"[""DTXSID7024245:woe:1""]",40487-42-1,Pendimethalin,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],CHIFOSRWCNZCFN-UHFFFAOYSA-N,CHIFOSRWCNZCFN,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024245:woe:1""}]"
DEVELOPMENT:CHJJGSNFBQVOTG-UHFFFAOYSA-N,development,cpdb,"[""33652""]",471-29-4,METHYLGUANIDINE,N(=C(N)N)C,CN=C(N)N,CN=C(N)N,CHJJGSNFBQVOTG-UHFFFAOYSA-N,CHJJGSNFBQVOTG,,"[""0""]",,uncertain,,none,carcinogenicity,r,eat,"[""1471""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""33652""}]"
DEVELOPMENT:CHNUNORXWHYHNE-UHFFFAOYSA-N,development,iris,"[""DTXSID3024239:woe:1""]",19666-30-9,Oxadiazon,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N,CHNUNORXWHYHNE,O=c1ocnn1-c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID3024239:woe:1""}]"
DEVELOPMENT:CNHDIAIOKMXOLK-UHFFFAOYSA-N,development,cpdb,"[""41704"", ""41705""]",95-71-6,METHYLHYDROQUINONE,Oc1c(C)cc(O)cc1,Cc1cc(O)ccc1O,Cc1cc(O)ccc1O,CNHDIAIOKMXOLK-UHFFFAOYSA-N,CNHDIAIOKMXOLK,c1ccccc1,"[""0""]",,uncertain,,none,carcinogenicity,r,eat,"[""1950""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""41704""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""41705""}]"
DEVELOPMENT:COBPKKZHLDDMTB-UHFFFAOYSA-N,development,iris,"[""DTXSID7021520:woe:1""]",143-22-6,Triethylene glycol monobutyl ether,CCCCOCCOCCOCCO,CCCCOCCOCCOCCO,CCCCOCCOCCOCCO,COBPKKZHLDDMTB-UHFFFAOYSA-N,COBPKKZHLDDMTB,,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7021520:woe:1""}]"
