compound_id,dataset_role,source,source_record_id,casrn,name,raw_smiles,canonical_smiles,parent_smiles,standard_inchikey,connectivity_key,murcko_scaffold,label_raw,label_binary,label_category,label_candidate,label_confidence,endpoint,species,route,reference,rdkit_mol_ok,standardization_notes,formal_charge_before,formal_charge_after,uncharging_applied,residual_charge,tautomer_standardized,clear_positive_records,clear_negative_records,uncertain_records,nonclear_disagreement,external_overlap,label_evidence_json
EXTERNAL:PGOOBECODWQEAB-UHFFFAOYSA-N,external,ccris,"[""9264:cstu:1"", ""9264:cstu:2""]",210880-92-5,CLOTHIANIDIN,Clc1sc(CN/C(N[N+]([O-])=O)=N/C)cn1,C/N=C(/NCc1cnc(Cl)s1)N[N+](=O)[O-],CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-],PGOOBECODWQEAB-UHFFFAOYSA-N,PGOOBECODWQEAB,c1cscn1,"[""Negative (Study details not given in source; purity 95.2%)""]",,uncertain,negative,medium,carcinogenicity,Rat,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR CLOTHIANIDIN (APRIL 28, 2003)]""]",True,已执行互变异构体规范化,[0],0,False,False,True,0,0,2,False,False,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 95.2%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9264:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 95.2%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9264:cstu:2""}]"
EXTERNAL:QAJOWHGESRCVLY-UHFFFAOYSA-N,external,ccris,"[""9003:cstu:1""]",17117-34-9,3-NITROBENZANTHRONE,O=C1c2c3c(ccc([N+]([O-])=O)c3ccc2)-c2c1cccc2,O=C1c2ccccc2-c2ccc([N+](=O)[O-])c3cccc1c23,O=C1c2ccccc2-c2ccc([N+](=O)[O-])c3cccc1c23,QAJOWHGESRCVLY-UHFFFAOYSA-N,QAJOWHGESRCVLY,O=C1c2ccccc2-c2cccc3cccc1c23,"[""POSITIVE (AT HIGHER DOSAGE AND LONGER DURATION)""]",,uncertain,positive,medium,carcinogenicity,RAT,INTRATRACHEAL,"[""[NAGY,E, ZEISIG,M, KAWAMURA,K, HISAMATSU,Y, SUGETA,A, ADACHI,S AND MOELLER,L; DNA ADDUCT AND TUMOR FORMATIONS IN RATS AFTER INTRATRACHEAL ADMINISTRATION OF THE URBAN AIR POLLUTANT 3-NITROBENZANTHRONE; CARCINOGENESIS 26(10):1821-1828, 2005]""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""POSITIVE (AT HIGHER DOSAGE AND LONGER DURATION)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9003:cstu:1""}]"
EXTERNAL:RIOXQFHNBCKOKP-UHFFFAOYSA-N,external,ccris,"[""773:cstu:1"", ""773:cstu:2""]",17804-35-2,BENOMYL,O=C(n1c2c(nc1NC(OC)=O)cccc2)NCCCC,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,RIOXQFHNBCKOKP-UHFFFAOYSA-N,RIOXQFHNBCKOKP,c1ccc2[nH]cnc2c1,"[""Positive; Purity 99%; Additional study details in California EPA Department of Pesticide Regulation Risk Characterization Document RCD-99-01""]",,uncertain,positive,medium,carcinogenicity,Mouse,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR BENOMYL AND METHYL 2-BENZIMIDAZOL CARBAMATE (MBC) (PRINCIPAL BENOMYL METABOLITE) (OCTOBER 1, 1997)]""]",True,,[0],0,False,False,False,0,0,2,False,True,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive; Purity 99%; Additional study details in California EPA Department of Pesticide Regulation Risk Characterization Document RCD-99-01"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""773:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive; Purity 99%; Additional study details in California EPA Department of Pesticide Regulation Risk Characterization Document RCD-99-01"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""773:cstu:2""}]"
EXTERNAL:RWCCWEUUXYIKHB-UHFFFAOYSA-N,external,ccris,"[""629:cstu:1"", ""629:cstu:2"", ""629:cstu:3"", ""629:cstu:4""]",119-61-9,BENZOPHENONE,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,RWCCWEUUXYIKHB,O=C(c1ccccc1)c1ccccc1,"[""Equivocal; Mononuclear cell leukemia and histiocytic sarcoma incidences described by NTP as equivocal."", ""Positive (NTP describes as Some Evidence)"", ""Positive (NTP describes as Some Evidence); NTP describes results in liver as equivocal evidence"", ""Positive Trend for Renal tubule adenoma (NTP describes as Some Evidence); Mononuclear cell leukemia findings described by NTP as equivocal""]",,uncertain,positive,medium,carcinogenicity,Mouse|Rat,Oral,"[""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, TR-533 Y06]""]",True,,[0],0,False,False,False,0,0,4,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive Trend for Renal tubule adenoma (NTP describes as Some Evidence); Mononuclear cell leukemia findings described by NTP as equivocal"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""629:cstu:1""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""Equivocal; Mononuclear cell leukemia and histiocytic sarcoma incidences described by NTP as equivocal."", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""629:cstu:2""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive (NTP describes as Some Evidence)"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""629:cstu:3""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive (NTP describes as Some Evidence); NTP describes results in liver as equivocal evidence"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""629:cstu:4""}]"
EXTERNAL:RYVIXQCRCQLFCM-UHFFFAOYSA-N,external,ccris,"[""9245:cstu:1"", ""9245:cstu:2"", ""9245:cstu:3"", ""9245:cstu:4""]",125401-92-5,BISPYRIBAC-SODIUM,[Na+].O(c1c(C([O-])=O)c(Oc2nc(OC)cc(OC)n2)ccc1)c1nc(OC)cc(OC)n1,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1.[Na+],COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,RYVIXQCRCQLFCM-UHFFFAOYSA-N,RYVIXQCRCQLFCM,c1cnc(Oc2cccc(Oc3ncccn3)c2)nc1,"[""Negative; Purity 97.2%; Interim sacrifices of 10 additional animals/sex/dose at wks 13, 26, 52, 78"", ""Negative; Purity 98.4%; Interim sacrifices of 10 additional animals/sex/dose at wks 26, 52, 78""]",,uncertain,negative,medium,carcinogenicity,Mouse|Rat,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR KIH-2023 (BISPYRIBAC-SODIUM) (MAY 23, 2001)]""]",True,已移除对离子,[-1],0,True,False,False,0,0,4,False,False,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 97.2%; Interim sacrifices of 10 additional animals/sex/dose at wks 13, 26, 52, 78"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9245:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 97.2%; Interim sacrifices of 10 additional animals/sex/dose at wks 13, 26, 52, 78"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9245:cstu:2""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 98.4%; Interim sacrifices of 10 additional animals/sex/dose at wks 26, 52, 78"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9245:cstu:3""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 98.4%; Interim sacrifices of 10 additional animals/sex/dose at wks 26, 52, 78"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9245:cstu:4""}]"
EXTERNAL:SIEILFNCEFEENQ-UHFFFAOYSA-N,external,ccris,"[""7636:cstu:1"", ""7636:cstu:2"", ""7636:cstu:3"", ""7636:cstu:4""]",631-64-1,DIBROMOACETIC ACID,BrC(Br)C(O)=O,O=C(O)C(Br)Br,O=C(O)C(Br)Br,SIEILFNCEFEENQ-UHFFFAOYSA-N,SIEILFNCEFEENQ,,"[""Positive (Malignant mesothelioma) (NTP reports as Some Evidence); Mononuclear cell leukemia results described by NTP as equivocal."", ""Positive (NTP reports as Clear Evidence)"", ""Positive trend (not statistically significant) (NTP reports as Some Evidence)""]",,uncertain,positive,medium,carcinogenicity,Mouse|Rat,Oral,"[""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, TR-537 Y07]""]",True,,[0],0,False,False,False,0,0,4,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive (Malignant mesothelioma) (NTP reports as Some Evidence); Mononuclear cell leukemia results described by NTP as equivocal."", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""7636:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive trend (not statistically significant) (NTP reports as Some Evidence)"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""7636:cstu:2""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive (NTP reports as Clear Evidence)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""7636:cstu:3""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive (NTP reports as Clear Evidence)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""7636:cstu:4""}]"
EXTERNAL:UPMXNNIRAGDFEH-UHFFFAOYSA-N,external,ccris,"[""2447:cstu:1"", ""2447:cstu:2""]",1689-84-5,BROMOXYNIL,Brc1c(O)c(Br)cc(C#N)c1,N#Cc1cc(Br)c(O)c(Br)c1,N#Cc1cc(Br)c(O)c(Br)c1,UPMXNNIRAGDFEH-UHFFFAOYSA-N,UPMXNNIRAGDFEH,c1ccccc1,"[""Positive at high dose only; Purity 94.4%"", ""Positive; Purity 94.4%""]",,uncertain,positive,medium,carcinogenicity,Mouse,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR BROMOXYNIL OCTANOATE, BROMOXYNIL (AUGUST 11, 2005)]""]",True,,[0],0,False,False,False,0,0,2,False,True,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive; Purity 94.4%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""2447:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Positive at high dose only; Purity 94.4%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""2447:cstu:2""}]"
EXTERNAL:VHLKTXFWDRXILV-UHFFFAOYSA-N,external,ccris,"[""9247:cstu:1"", ""9247:cstu:2"", ""9247:cstu:3""]",149877-41-8,BIFENAZATE,O(C(C)C)C(=O)NNc1cc(-c2ccccc2)ccc1OC,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,VHLKTXFWDRXILV-UHFFFAOYSA-N,VHLKTXFWDRXILV,c1ccc(-c2ccccc2)cc1,"[""Negative; Purity 92.5%""]",,uncertain,negative,medium,carcinogenicity,Mouse|Rat,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR BIFENAZATE (AUGUST 25, 2000)]""]",True,,[0],0,False,False,False,0,0,3,False,False,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 92.5%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9247:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 92.5%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9247:cstu:2""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 92.5%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9247:cstu:3""}]"
EXTERNAL:VJYIFXVZLXQVHO-UHFFFAOYSA-N,external,ccris,"[""9260:cstu:1"", ""9260:cstu:2""]",64902-72-3,CHLORSULFURON,Clc1c(S(=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2)cccc1,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,VJYIFXVZLXQVHO-UHFFFAOYSA-N,VJYIFXVZLXQVHO,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,"[""Negative (Study details not given in source; purity 92-95%)""]",,uncertain,negative,medium,carcinogenicity,Rat,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR CHLORSULFURON (SEPTEMBER 20, 1991)]""]",True,,[0],0,False,False,False,0,0,2,False,True,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 92-95%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9260:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 92-95%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9260:cstu:2""}]"
EXTERNAL:WZKXBGJNNCGHIC-UHFFFAOYSA-N,external,ccris,"[""8665:cstu:1"", ""8665:cstu:2"", ""8665:cstu:3""]",129-73-7,LEUCOMALACHITE GREEN,N(c1ccc(C(c2ccc(N(C)C)cc2)c2ccccc2)cc1)(C)C,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,WZKXBGJNNCGHIC-UHFFFAOYSA-N,WZKXBGJNNCGHIC,c1ccc(C(c2ccccc2)c2ccccc2)cc1,"[""EQUIVOCAL; NONE OF THE TUMOR INCIDENCES REACHED STATISTICAL SIGNIFICANCE; FOR THE THYROID, THE INCREASE IN TUMORS WAS MINIMAL"", ""EQUIVOCAL; THYROID TUMORS DID NOT REACH STATISTICAL SIGNIFICANCE"", ""POSITIVE; INCIDENCE OF TUMORS WAS STATISTICALLY SIGNIFICANT""]",,uncertain,positive,medium,carcinogenicity,MOUSE|RAT,DIET|ORAL (DIET),"[""[CULP,SJ; NTP TECHNICAL REPORT ON THE TOXICITY STUDIES OF MALACHITE GREEN CHLORIDE AND LEUCOMALACHITE GREEN (CAS NOS. 569-64-2 AND 129-73-7) ADMINISTERED IN FEED TO F344/N RATS AND B6C3F1 MICE; NATL. TOXICOL. PROG. TOXI. REP. SER. 71:1-5, 7-9, 11-49, A1-A7, B1-B7, C1-C9, D1-D5, E1-E6, F1-F10, 2004]""]",True,,[0],0,False,False,False,0,0,3,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""EQUIVOCAL; THYROID TUMORS DID NOT REACH STATISTICAL SIGNIFICANCE"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""8665:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""POSITIVE; INCIDENCE OF TUMORS WAS STATISTICALLY SIGNIFICANT"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""8665:cstu:2""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""EQUIVOCAL; NONE OF THE TUMOR INCIDENCES REACHED STATISTICAL SIGNIFICANCE; FOR THE THYROID, THE INCREASE IN TUMORS WAS MINIMAL"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""8665:cstu:3""}]"
EXTERNAL:XEFQLINVKFYRCS-UHFFFAOYSA-N,external,ccris,"[""9253:cstu:1"", ""9253:cstu:2"", ""9253:cstu:3"", ""9253:cstu:4""]",3380-34-5,TRICLOSAN,Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,XEFQLINVKFYRCS-UHFFFAOYSA-N,XEFQLINVKFYRCS,c1ccc(Oc2ccccc2)cc1,"[""Negative (Study details not given in source; purity 99%)"", ""Negative (Study details not given in source; purity 99.5%)""]",,uncertain,negative,medium,carcinogenicity,Hamster|Rat,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR TRICLOSAN (JULY 24, 2007)]""]",True,,[0],0,False,False,False,0,0,4,False,False,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 99%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9253:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 99%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9253:cstu:2""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 99.5%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9253:cstu:3""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative (Study details not given in source; purity 99.5%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9253:cstu:4""}]"
EXTERNAL:XEGGRYVFLWGFHI-UHFFFAOYSA-N,external,ccris,"[""9062:cstu:1"", ""9062:cstu:2""]",22781-23-3,BENDIOCARBAMATE,O1C(C)(C)Oc2c1c(OC(=O)NC)ccc2,CNC(=O)Oc1cccc2c1OC(C)(C)O2,CNC(=O)Oc1cccc2c1OC(C)(C)O2,XEGGRYVFLWGFHI-UHFFFAOYSA-N,XEGGRYVFLWGFHI,c1ccc2c(c1)OCO2,"[""Negative; Purity 92.7%""]",,uncertain,negative,medium,carcinogenicity,Mouse,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR BENDIOCARBAMATE (APRIL 3, 1997)]""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 92.7%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9062:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity 92.7%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9062:cstu:2""}]"
EXTERNAL:YASYVMFAVPKPKE-UHFFFAOYSA-N,external,ccris,"[""8606:cstu:1"", ""8606:cstu:2""]",30560-19-1,ACEPHATE,S(P(OC)(=O)NC(=O)C)C,COP(=O)(NC(C)=O)SC,COP(=O)(NC(C)=O)SC,YASYVMFAVPKPKE-UHFFFAOYSA-N,YASYVMFAVPKPKE,,"[""Negative; Purity = 92.7, 92.1%""]",,uncertain,negative,medium,carcinogenicity,Mouse,Oral,"[""[CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY DEPARTMENT OF PESTICIDE REGULATION; SUMMARY OF TOXICOLOGY DATA FOR ACEPHATE (FEBRUARY 9, 2004)]""]",True,,[0],0,False,False,False,0,0,2,False,True,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity = 92.7, 92.1%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""8606:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative; Purity = 92.7, 92.1%"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""8606:cstu:2""}]"
EXTERNAL:YGSDEFSMJLZEOE-UHFFFAOYSA-N,external,ccris,"[""6714:cstu:1"", ""6714:cstu:2""]",69-72-7,SALICYLIC ACID,Oc1c(C(O)=O)cccc1,O=C(O)c1ccccc1O,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,YGSDEFSMJLZEOE,c1ccccc1,"[""Negative. When synthetic solar light (SSL) at 0.3 and 0.6 the minimal erythema dose (MED) was also administered 5 d/wk, 4 hr/d for 40 wk, salicylic acid was photoprotective, reducing the carcinogenicity of 0.3 MED SSL.""]",,uncertain,negative,medium,carcinogenicity,Mouse,Dermal,"[""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, TR-524 Y07]"", ""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES]""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative. When synthetic solar light (SSL) at 0.3 and 0.6 the minimal erythema dose (MED) was also administered 5 d/wk, 4 hr/d for 40 wk, salicylic acid was photoprotective, reducing the carcinogenicity of 0.3 MED SSL."", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""6714:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Negative. When synthetic solar light (SSL) at 0.3 and 0.6 the minimal erythema dose (MED) was also administered 5 d/wk, 4 hr/d for 40 wk, salicylic acid was photoprotective, reducing the carcinogenicity of 0.3 MED SSL."", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""6714:cstu:2""}]"
EXTERNAL:YSPPOTFPQWTIAE-UHFFFAOYSA-N,external,ccris,"[""9013:cstu:1"", ""9013:cstu:2""]",13345-61-4,7-FORMYL-12-METHLBENZ[A]ANTHRACENE,O=Cc1c2c(c(C)c3c1cccc3)c1c(cc2)cccc1,Cc1c2ccccc2c(C=O)c2ccc3ccccc3c12,Cc1c2ccccc2c(C=O)c2ccc3ccccc3c12,YSPPOTFPQWTIAE-UHFFFAOYSA-N,YSPPOTFPQWTIAE,c1ccc2cc3c(ccc4ccccc43)cc2c1,"[""POSITIVE (15%)"", ""POSITIVE (85%)""]",,uncertain,positive,medium,carcinogenicity,RAT,SUBCUTANEOUS,"[""[HORN,J LEHNER,AF AND FLESHER,JW; RAPID INDUCTION OF MAMMARY CANCER BY REPEATED SUBCUTANEOUS INJECTION OF THE TRANS-A3,4-DIHYDRODIOL OF 7,12-DIMETHYLBENZ[A]ANTHRACENE IN THE FEMALE SPRAGUE-DAWLEY RAT; CANCER LETT. 220(2):155-160, 2005]""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""POSITIVE (15%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9013:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""POSITIVE (85%)"", ""label_reason"": ""未纳入严格白名单的带方向结果"", ""source"": ""ccris"", ""source_record_id"": ""9013:cstu:2""}]"
