compound_id,dataset_role,source,source_record_id,casrn,name,raw_smiles,canonical_smiles,parent_smiles,standard_inchikey,connectivity_key,murcko_scaffold,label_raw,label_binary,label_category,label_candidate,label_confidence,endpoint,species,route,reference,rdkit_mol_ok,standardization_notes,formal_charge_before,formal_charge_after,uncharging_applied,residual_charge,tautomer_standardized,clear_positive_records,clear_negative_records,uncertain_records,nonclear_disagreement,external_overlap,label_evidence_json
DEVELOPMENT:QWVGKYWNOKOFNN-UHFFFAOYSA-N,development,iris,"[""DTXSID8021808:woe:1""]",95-48-7,2-Methylphenol,CC1=CC=CC=C1O,Cc1ccccc1O,Cc1ccccc1O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,QWVGKYWNOKOFNN,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID8021808:woe:1""}]"
DEVELOPMENT:RLSSMJSEOOYNOY-UHFFFAOYSA-N,development,iris,"[""DTXSID6024200:woe:1""]",108-39-4,3-Methylphenol,CC1=CC(=CC=C1)O,Cc1cccc(O)c1,Cc1cccc(O)c1,RLSSMJSEOOYNOY-UHFFFAOYSA-N,RLSSMJSEOOYNOY,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID6024200:woe:1""}]"
DEVELOPMENT:SMWDFEZZVXVKRB-UHFFFAOYSA-N,development,iris,"[""DTXSID1021798:woe:1"", ""DTXSID1021798:woe:2""]",91-22-5,Quinoline,C1=CC=C2C(=C1)C=CC=N2,c1ccc2ncccc2c1,c1ccc2ncccc2c1,SMWDFEZZVXVKRB-UHFFFAOYSA-N,SMWDFEZZVXVKRB,c1ccc2ncccc2c1,"[""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)"", ""Known/likely human carcinogen""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)"", ""Proposed Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1996)""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""Known/likely human carcinogen"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID1021798:woe:1""}, {""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID1021798:woe:2""}]"
DEVELOPMENT:SPSSULHKWOKEEL-UHFFFAOYSA-N,development,iris,"[""DTXSID7024372:woe:1""]",118-96-7,"2,4,6-Trinitrotoluene (TNT)",CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],SPSSULHKWOKEEL-UHFFFAOYSA-N,SPSSULHKWOKEEL,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024372:woe:1""}]"
DEVELOPMENT:SXQBHARYMNFBPS-UHFFFAOYSA-N,development,iris,"[""DTXSID8024153:woe:1""]",193-39-5,"Indeno[1,2,3-cd]pyrene",C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,SXQBHARYMNFBPS-UHFFFAOYSA-N,SXQBHARYMNFBPS,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,"[""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID8024153:woe:1""}]"
DEVELOPMENT:TVLSRXXIMLFWEO-UHFFFAOYSA-N,development,iris,"[""DTXSID4024270:woe:1""]",67747-09-5,Prochloraz,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,TVLSRXXIMLFWEO-UHFFFAOYSA-N,TVLSRXXIMLFWEO,O=C(NCCOc1ccccc1)n1ccnc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID4024270:woe:1""}]"
DEVELOPMENT:UNAHYJYOSSSJHH-UHFFFAOYSA-N,development,iris,"[""DTXSID8024238:woe:1""]",19044-88-3,Oryzalin,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],UNAHYJYOSSSJHH-UHFFFAOYSA-N,UNAHYJYOSSSJHH,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID8024238:woe:1""}]"
DEVELOPMENT:UXADOQPNKNTIHB-UHFFFAOYSA-N,development,iris,"[""DTXSID9023881:woe:1""]",74115-24-5,Apollo,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,UXADOQPNKNTIHB-UHFFFAOYSA-N,UXADOQPNKNTIHB,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID9023881:woe:1""}]"
DEVELOPMENT:VAYGXNSJCAHWJZ-UHFFFAOYSA-N,development,iris,"[""DTXSID5024055:woe:1""]",77-78-1,Dimethyl sulfate,COS(=O)(=O)OC,COS(=O)(=O)OC,COS(=O)(=O)OC,VAYGXNSJCAHWJZ-UHFFFAOYSA-N,VAYGXNSJCAHWJZ,,"[""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID5024055:woe:1""}]"
DEVELOPMENT:WDECIBYCCFPHNR-UHFFFAOYSA-N,development,iris,"[""DTXSID0022432:woe:1""]",218-01-9,Chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,c1ccc2c(c1)ccc1c3ccccc3ccc21,c1ccc2c(c1)ccc1c3ccccc3ccc21,WDECIBYCCFPHNR-UHFFFAOYSA-N,WDECIBYCCFPHNR,c1ccc2c(c1)ccc1c3ccccc3ccc21,"[""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID0022432:woe:1""}]"
DEVELOPMENT:WVQBLGZPHOPPFO-UHFFFAOYSA-N,development,iris,"[""DTXSID4022448:woe:1""]",51218-45-2,Metolachlor,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,WVQBLGZPHOPPFO-UHFFFAOYSA-N,WVQBLGZPHOPPFO,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID4022448:woe:1""}]"
DEVELOPMENT:XKJMBINCVNINCA-UHFFFAOYSA-N,development,iris,"[""DTXSID2024163:woe:1""]",330-55-2,Linuron,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,XKJMBINCVNINCA,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID2024163:woe:1""}]"
